-20	19.226236
-17.896551	20.516888
-15.793103	21.477421
-13.689655	22.645348
-11.586206	29.579527
-9.4827585	127.66011
-7.3793101	1410.2023
-5.2758622	10455.265
-3.1724138	14460.288
-1.0689656	2163.739
1.0344827	309.31311
3.1379311	38.292206
5.2413793	24.47892
7.3448277	21.393234
9.4482756	18.306675
11.551724	20.504309
13.655172	20.74622
15.75862	19.978624
17.862068	19.256399
19.965517	17.552389
22.068966	16.490097
24.172413	17.595907
26.275862	18.67342
28.379311	18.934113
30.482759	20.689043
32.586208	16.408348
34.689655	17.110498
36.793102	19.588289
38.896553	19.966881
41	18.616028
43.103447	17.826462
45.206898	15.824162
47.310345	15.621564
49.413792	17.104454
51.517242	17.033075
53.620689	16.553289
55.724136	16.871504
57.827587	16.741899
59.931034	18.245474
62.034481	17.190065
64.137932	20.533846
66.241379	23.135279
68.344826	38.061855
70.448273	52.117882
72.551727	59.659332
74.655174	68.670029
76.758621	81.475815
78.862068	91.219162
80.965515	99.060059
83.068962	107.00035
85.172417	108.56519
87.275864	105.36819
89.379311	103.51889
91.482758	96.554489
93.586205	99.191536
95.689651	96.099152
97.793106	90.614014
99.896553	89.052925
102	89
104.10345	90.685776
106.20689	81.895256
108.31035	80.769478
110.4138	78.488823
112.51724	73.629356
114.62069	74.712753
116.72414	76.879044
118.82758	75.177025
120.93104	74.350891
123.03448	76.938293
125.13793	78.901695
127.24138	69.666664
129.34483	69.666664
131.44827	70.010895
133.55173	76.286285
135.65517	77.267227
137.75862	76.458252
139.86208	70.341408
141.96552	73.553421
144.06897	68.220573
146.17241	71.126846
148.27586	72.964668
150.3793	69.705254
152.48276	64.831566
154.58621	61.944008
156.68965	62.933102
158.79311	65.417664
160.89655	67.260078
163	64.34803
165.10345	69.633072
167.20689	67.031471
169.31035	63.757755
171.41379	66.910683
173.51724	60.568867
175.6207	66.055519
177.72414	67
179.82759	73.568916
181.93103	65.566895
184.03448	66.765411
186.13792	69.267258
188.24138	68.453239
190.34483	67.505394
192.44827	67.590263
194.55173	70.288925
196.65517	71.408661
198.75862	70.456963
200.86208	77.491753
202.96552	78.312004
205.06897	80.030983
207.17241	82.420113
209.27586	83.345551
211.3793	83.66246
213.48276	89.605637
215.58621	93.555779
217.68965	102.3989
219.79311	119.03941
221.89655	132.65991
224	146.42769
226.10345	144.74295
228.20689	148.93121
230.31035	154.36835
232.41379	158.37379
234.51724	156.64769
236.6207	149.64629
238.72414	152.69601
240.82759	158.27818
242.93103	156.88914
245.03448	163.59818
247.13792	169.94336
249.24138	161.32722
251.34483	172.3799
253.44827	160.91736
255.55173	178.25519
257.65518	166.14877
259.75861	184.03828
261.86206	185.95831
263.96552	182.94925
266.06897	200.22786
268.17242	199.52448
270.27585	206.12013
272.3793	217.17699
274.48276	218.72397
276.58621	218.8779
278.68967	227.35066
280.79309	230.85149
282.89655	240.92886
285	261.32309
287.10345	274.71609
289.20691	294.51053
291.31033	319.97067
293.41379	351.69424
295.51724	414.94049
297.6207	492.905
299.72415	491.29749
301.82758	466.5351
303.93103	391.45731
306.03448	343.97635
308.13794	330.8291
310.24139	300.55099
312.34482	271.5741
314.44827	267.8306
316.55173	261.78207
318.65518	248.86578
320.75861	233.44247
322.86206	233.33073
324.96552	215.83757
327.06897	209.8746
329.17242	199.28392
331.27585	192.33331
333.3793	192.70552
335.48276	194.7478
337.58621	186.19315
339.68967	175.81908
341.79309	172.18591
343.89655	169.08269
346	168.75467
348.10345	162.44183
350.20691	161.29755
352.31033	160.61366
354.41379	164.1785
356.51724	150.0135
