-20	19.333334
-17.896551	19.629221
-15.793103	20.20717
-13.689655	20.333334
-11.586206	23.842415
-9.4827585	58.836498
-7.3793101	204.76105
-5.2758622	463.0314
-3.1724138	581.74377
-1.0689656	397.34216
1.0344827	191.9308
3.1379311	49.51165
5.2413793	23.79348
7.3448277	20.399223
9.4482756	22.149328
11.551724	21.776819
13.655172	19.382652
15.75862	19.12536
17.862068	18.307663
19.965517	18.933325
22.068966	19.686472
24.172413	18.536842
26.275862	18.639658
28.379311	20.653978
30.482759	18.727768
32.586208	18.737448
34.689655	16.790979
36.793102	19.578493
38.896553	19.366453
41	20.440512
43.103447	20.920103
45.206898	19.387808
47.310345	20.531357
49.413792	19.825909
51.517242	19.139105
53.620689	19.446711
55.724136	18.435751
57.827587	17.536314
59.931034	17.175718
62.034481	20.999479
64.137932	25.150383
66.241379	27.11837
68.344826	40.179123
70.448273	61.697102
72.551727	80.02771
74.655174	95.542831
76.758621	116.79619
78.862068	141.28609
80.965515	154.57542
83.068962	158.76016
85.172417	174.64578
87.275864	193.86565
89.379311	190.90149
91.482758	184.55688
93.586205	180.77225
95.689651	180.98651
97.793106	177.87727
99.896553	184.12161
102	172.26454
104.10345	165.66171
106.20689	176.11263
108.31035	179.09398
110.4138	178.56238
112.51724	178.13506
114.62069	177.11067
116.72414	174.12801
118.82758	169.47206
120.93104	168.20476
123.03448	169.63145
125.13793	164.66667
127.24138	165.34846
129.34483	167.88843
131.44827	161.61504
133.55173	160.67372
135.65517	157.86499
137.75862	160.00021
139.86208	165.23581
141.96552	159.25023
144.06897	159.33772
146.17241	161.83536
148.27586	156.21437
150.3793	156.96225
152.48276	157.25652
154.58621	151.91733
156.68965	149.77393
158.79311	146.79747
160.89655	149.64294
163	158.7038
165.10345	153.97868
167.20689	149.50201
169.31035	147.56648
171.41379	144.09825
173.51724	144.61249
175.6207	139.76459
177.72414	143.59666
179.82759	142.39281
181.93103	147.53862
184.03448	141.30867
186.13792	137.66519
188.24138	135.05275
190.34483	134.64149
192.44827	140.24644
194.55173	136.25021
196.65517	128.53496
198.75862	138.38487
200.86208	138.38284
202.96552	134.27251
205.06897	131.16949
207.17241	139.76999
209.27586	130.60197
211.3793	137.57404
213.48276	125.78873
215.58621	127.96314
217.68965	128.6133
219.79311	128.93051
221.89655	126.02772
224	134.73251
226.10345	131.01688
228.20689	134.06461
230.31035	132.18568
232.41379	127.84621
234.51724	126.24739
236.6207	123.82445
238.72414	124.5116
240.82759	121.95776
242.93103	120.6213
245.03448	125.67325
247.13792	122.39462
249.24138	122.29571
251.34483	119.71754
253.44827	117.18347
255.55173	120.66872
257.65518	120.98732
259.75861	121
261.86206	118.08361
263.96552	112.39719
266.06897	120.54375
268.17242	117.77336
270.27585	114.59109
272.3793	116.6507
274.48276	118.20692
276.58621	123.16013
278.68967	117.70243
280.79309	111.32478
282.89655	114.18771
285	113.36652
287.10345	111.16849
289.20691	111.98791
291.31033	110.73943
293.41379	116.77792
295.51724	120.50755
297.6207	123.94204
299.72415	131.05376
301.82758	128.283
303.93103	118.89374
306.03448	117.28979
308.13794	115.68648
310.24139	111.54558
312.34482	112.85699
314.44827	109.78418
316.55173	111.57508
318.65518	107.97697
320.75861	103.41213
322.86206	106.7302
324.96552	103.91663
327.06897	102.44157
329.17242	100.99294
331.27585	101.58072
333.3793	100.43351
335.48276	101.98746
337.58621	102.38318
339.68967	100.73354
341.79309	102
343.89655	100.30782
346	95.99662
348.10345	93.216995
350.20691	93.764465
352.31033	94.174248
354.41379	93.749504
356.51724	92.448418
358.6207	98.832108
360.72415	93.350784
362.82758	85.985611
364.93103	94.508987
367.03448	96.398697
369.13794	90.646759
371.24139	89.35273
373.34482	82.320709
375.44827	86.327522
377.55173	91.759117
379.65518	91.463066
381.75861	84.315681
383.86206	86.799797
385.96552	83.733505
388.06897	81.654976
390.17242	80.357948
392.27585	85.637833
394.3793	83.478813
396.48276	75.900917
398.58621	78.424286
400.68967	79.866264
402.79309	77.900482
404.89655	79.34787
407	82.398582
409.10345	79.668411
411.20691	75.349754
413.31033	76.353638
415.41379	75.29361
417.51724	75.165421
419.6207	78.051208
421.72415	72.904289
423.82758	70.66777
425.93103	71.54126
428.03448	72.77227
430.13794	74.488274
432.24139	74.655556
434.34482	75.395309
436.44827	71.880867
438.55173	73.504692
440.65518	66.738983
442.75861	74.189034
444.86206	74.116982
446.96552	64.926315
449.06897	61.333332
451.17242	61.940636
453.27585	70.810417
455.3793	67.107727
457.48276	84.238777
459.58621	71.148949
461.68967	71.323616
463.79309	75.463562
465.89655	76.914238
468	76.387665
470.10345	85.054581
472.20691	77.734161
474.31033	79.274414
476.41379	81.941734
478.51724	74.51828
480.6207	88.624092
482.72415	92.538094
484.82758	93.722832
486.93103	98.405151
489.03448	103.22928
491.13794	116.32313
493.24139	118.86249
495.34482	130.85214
497.44827	149.84727
499.55173	185.35898
501.65518	224.97292
503.75861	293.021
505.86206	408.61795
507.96552	591.67023
510.06897	976.7735
512.17242	1924.3297
514.27588	4650.4053
516.37933	10538.049
518.48279	12273.518
